sku,attribute_set_code,product_type,categories,name,description,price,base_image,qty,is_in_stock,related_skus,crosssell_skus,upsell_skus,created_at,updated_at
WSH03-29-Gray,Bottom,simple,"Shorts,New Luma Yoga Collection,Performance Fabrics,Default Category",Gwen Drawstring Bike Short-29-Gray,"For a completely modern style with moisture-wicking CoolTech&trade; technology, try the Gwen Drawstring Bike Short. Subtle grays and eye catching stitching combine with an adjustable waist for the perfect look and fit.
&bull; Dark heather gray rouched bike shorts.&bull; Fitted. Inseam: 2"". &bull; Machine wash/dry.",50.0,/w/s/wsh03-gray_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH03-29-Orange,Bottom,simple,"Shorts,New Luma Yoga Collection,Performance Fabrics,Default Category",Gwen Drawstring Bike Short-29-Orange,"For a completely modern style with moisture-wicking CoolTech&trade; technology, try the Gwen Drawstring Bike Short. Subtle grays and eye catching stitching combine with an adjustable waist for the perfect look and fit.
&bull; Dark heather gray rouched bike shorts.&bull; Fitted. Inseam: 2"". &bull; Machine wash/dry.",50.0,/w/s/wsh03-orange_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH03-30-Blue,Bottom,simple,"Shorts,New Luma Yoga Collection,Performance Fabrics,Default Category",Gwen Drawstring Bike Short-30-Blue,"For a completely modern style with moisture-wicking CoolTech&trade; technology, try the Gwen Drawstring Bike Short. Subtle grays and eye catching stitching combine with an adjustable waist for the perfect look and fit.
&bull; Dark heather gray rouched bike shorts.&bull; Fitted. Inseam: 2"". &bull; Machine wash/dry.",50.0,/w/s/wsh03-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH03-30-Gray,Bottom,simple,"Shorts,New Luma Yoga Collection,Performance Fabrics,Default Category",Gwen Drawstring Bike Short-30-Gray,"For a completely modern style with moisture-wicking CoolTech&trade; technology, try the Gwen Drawstring Bike Short. Subtle grays and eye catching stitching combine with an adjustable waist for the perfect look and fit.
&bull; Dark heather gray rouched bike shorts.&bull; Fitted. Inseam: 2"". &bull; Machine wash/dry.",50.0,/w/s/wsh03-gray_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH03-30-Orange,Bottom,simple,"Shorts,New Luma Yoga Collection,Performance Fabrics,Default Category",Gwen Drawstring Bike Short-30-Orange,"For a completely modern style with moisture-wicking CoolTech&trade; technology, try the Gwen Drawstring Bike Short. Subtle grays and eye catching stitching combine with an adjustable waist for the perfect look and fit.
&bull; Dark heather gray rouched bike shorts.&bull; Fitted. Inseam: 2"". &bull; Machine wash/dry.",50.0,/w/s/wsh03-orange_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH03-31-Blue,Bottom,simple,"Shorts,New Luma Yoga Collection,Performance Fabrics,Default Category",Gwen Drawstring Bike Short-31-Blue,"For a completely modern style with moisture-wicking CoolTech&trade; technology, try the Gwen Drawstring Bike Short. Subtle grays and eye catching stitching combine with an adjustable waist for the perfect look and fit.
&bull; Dark heather gray rouched bike shorts.&bull; Fitted. Inseam: 2"". &bull; Machine wash/dry.",50.0,/w/s/wsh03-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH03-31-Gray,Bottom,simple,"Shorts,New Luma Yoga Collection,Performance Fabrics,Default Category",Gwen Drawstring Bike Short-31-Gray,"For a completely modern style with moisture-wicking CoolTech&trade; technology, try the Gwen Drawstring Bike Short. Subtle grays and eye catching stitching combine with an adjustable waist for the perfect look and fit.
&bull; Dark heather gray rouched bike shorts.&bull; Fitted. Inseam: 2"". &bull; Machine wash/dry.",50.0,/w/s/wsh03-gray_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH03-31-Orange,Bottom,simple,"Shorts,New Luma Yoga Collection,Performance Fabrics,Default Category",Gwen Drawstring Bike Short-31-Orange,"For a completely modern style with moisture-wicking CoolTech&trade; technology, try the Gwen Drawstring Bike Short. Subtle grays and eye catching stitching combine with an adjustable waist for the perfect look and fit.
&bull; Dark heather gray rouched bike shorts.&bull; Fitted. Inseam: 2"". &bull; Machine wash/dry.",50.0,/w/s/wsh03-orange_main_2.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH03-32-Blue,Bottom,simple,"Shorts,New Luma Yoga Collection,Performance Fabrics,Default Category",Gwen Drawstring Bike Short-32-Blue,"For a completely modern style with moisture-wicking CoolTech&trade; technology, try the Gwen Drawstring Bike Short. Subtle grays and eye catching stitching combine with an adjustable waist for the perfect look and fit.
&bull; Dark heather gray rouched bike shorts.&bull; Fitted. Inseam: 2"". &bull; Machine wash/dry.",50.0,/w/s/wsh03-blue_main_2.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH03-32-Gray,Bottom,simple,"Shorts,New Luma Yoga Collection,Performance Fabrics,Default Category",Gwen Drawstring Bike Short-32-Gray,"For a completely modern style with moisture-wicking CoolTech&trade; technology, try the Gwen Drawstring Bike Short. Subtle grays and eye catching stitching combine with an adjustable waist for the perfect look and fit.
&bull; Dark heather gray rouched bike shorts.&bull; Fitted. Inseam: 2"". &bull; Machine wash/dry.",50.0,/w/s/wsh03-gray_main_2.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH03-32-Orange,Bottom,simple,"Shorts,New Luma Yoga Collection,Performance Fabrics,Default Category",Gwen Drawstring Bike Short-32-Orange,"For a completely modern style with moisture-wicking CoolTech&trade; technology, try the Gwen Drawstring Bike Short. Subtle grays and eye catching stitching combine with an adjustable waist for the perfect look and fit.
&bull; Dark heather gray rouched bike shorts.&bull; Fitted. Inseam: 2"". &bull; Machine wash/dry.",50.0,/w/s/wsh03-orange_main_2.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH03,Bottom,configurable,"Shorts,New Luma Yoga Collection,Performance Fabrics,Default Category",Gwen Drawstring Bike Short,"For a completely modern style with moisture-wicking CoolTech&trade; technology, try the Gwen Drawstring Bike Short. Subtle grays and eye catching stitching combine with an adjustable waist for the perfect look and fit.
&bull; Dark heather gray rouched bike shorts.&bull; Fitted. Inseam: 2"". &bull; Machine wash/dry.",50.0,/w/s/wsh03-gray_main_2.jpg,0.0,1.0,"WT07,WB04,WS10,WS01","24-WG086,24-WG088,24-WG083-blue,24-UG04",,6/26/25,6/26/25
WSH04-28-Black,Bottom,simple,Shorts,Artemis Running Short-28-Black,"Discover smooth jogging and chic comfort each time you slip into the Artemis Running Short. A unique maritime-inspired design and oolor theme features a stretchy drawstring waist.
&bull; Black rouched shorts with mint waist. &bull; Soft, lightweight construction.&bull; LumaTech&trade; wicking technology.&bull; Semi-fitted.",45.0,/w/s/wsh04-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH04-28-Green,Bottom,simple,Shorts,Artemis Running Short-28-Green,"Discover smooth jogging and chic comfort each time you slip into the Artemis Running Short. A unique maritime-inspired design and oolor theme features a stretchy drawstring waist.
&bull; Black rouched shorts with mint waist. &bull; Soft, lightweight construction.&bull; LumaTech&trade; wicking technology.&bull; Semi-fitted.",45.0,/w/s/wsh04-green_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH04-28-Orange,Bottom,simple,Shorts,Artemis Running Short-28-Orange,"Discover smooth jogging and chic comfort each time you slip into the Artemis Running Short. A unique maritime-inspired design and oolor theme features a stretchy drawstring waist.
&bull; Black rouched shorts with mint waist. &bull; Soft, lightweight construction.&bull; LumaTech&trade; wicking technology.&bull; Semi-fitted.",45.0,/w/s/wsh04-orange_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH04-29-Black,Bottom,simple,Shorts,Artemis Running Short-29-Black,"Discover smooth jogging and chic comfort each time you slip into the Artemis Running Short. A unique maritime-inspired design and oolor theme features a stretchy drawstring waist.
&bull; Black rouched shorts with mint waist. &bull; Soft, lightweight construction.&bull; LumaTech&trade; wicking technology.&bull; Semi-fitted.",45.0,/w/s/wsh04-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH04-29-Green,Bottom,simple,Shorts,Artemis Running Short-29-Green,"Discover smooth jogging and chic comfort each time you slip into the Artemis Running Short. A unique maritime-inspired design and oolor theme features a stretchy drawstring waist.
&bull; Black rouched shorts with mint waist. &bull; Soft, lightweight construction.&bull; LumaTech&trade; wicking technology.&bull; Semi-fitted.",45.0,/w/s/wsh04-green_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH04-29-Orange,Bottom,simple,Shorts,Artemis Running Short-29-Orange,"Discover smooth jogging and chic comfort each time you slip into the Artemis Running Short. A unique maritime-inspired design and oolor theme features a stretchy drawstring waist.
&bull; Black rouched shorts with mint waist. &bull; Soft, lightweight construction.&bull; LumaTech&trade; wicking technology.&bull; Semi-fitted.",45.0,/w/s/wsh04-orange_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH04-30-Black,Bottom,simple,Shorts,Artemis Running Short-30-Black,"Discover smooth jogging and chic comfort each time you slip into the Artemis Running Short. A unique maritime-inspired design and oolor theme features a stretchy drawstring waist.
&bull; Black rouched shorts with mint waist. &bull; Soft, lightweight construction.&bull; LumaTech&trade; wicking technology.&bull; Semi-fitted.",45.0,/w/s/wsh04-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH04-30-Green,Bottom,simple,Shorts,Artemis Running Short-30-Green,"Discover smooth jogging and chic comfort each time you slip into the Artemis Running Short. A unique maritime-inspired design and oolor theme features a stretchy drawstring waist.
&bull; Black rouched shorts with mint waist. &bull; Soft, lightweight construction.&bull; LumaTech&trade; wicking technology.&bull; Semi-fitted.",45.0,/w/s/wsh04-green_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH04-30-Orange,Bottom,simple,Shorts,Artemis Running Short-30-Orange,"Discover smooth jogging and chic comfort each time you slip into the Artemis Running Short. A unique maritime-inspired design and oolor theme features a stretchy drawstring waist.
&bull; Black rouched shorts with mint waist. &bull; Soft, lightweight construction.&bull; LumaTech&trade; wicking technology.&bull; Semi-fitted.",45.0,/w/s/wsh04-orange_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH04-31-Black,Bottom,simple,Shorts,Artemis Running Short-31-Black,"Discover smooth jogging and chic comfort each time you slip into the Artemis Running Short. A unique maritime-inspired design and oolor theme features a stretchy drawstring waist.
&bull; Black rouched shorts with mint waist. &bull; Soft, lightweight construction.&bull; LumaTech&trade; wicking technology.&bull; Semi-fitted.",45.0,/w/s/wsh04-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH04-31-Green,Bottom,simple,Shorts,Artemis Running Short-31-Green,"Discover smooth jogging and chic comfort each time you slip into the Artemis Running Short. A unique maritime-inspired design and oolor theme features a stretchy drawstring waist.
&bull; Black rouched shorts with mint waist. &bull; Soft, lightweight construction.&bull; LumaTech&trade; wicking technology.&bull; Semi-fitted.",45.0,/w/s/wsh04-green_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH04-31-Orange,Bottom,simple,Shorts,Artemis Running Short-31-Orange,"Discover smooth jogging and chic comfort each time you slip into the Artemis Running Short. A unique maritime-inspired design and oolor theme features a stretchy drawstring waist.
&bull; Black rouched shorts with mint waist. &bull; Soft, lightweight construction.&bull; LumaTech&trade; wicking technology.&bull; Semi-fitted.",45.0,/w/s/wsh04-orange_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH04-32-Black,Bottom,simple,Shorts,Artemis Running Short-32-Black,"Discover smooth jogging and chic comfort each time you slip into the Artemis Running Short. A unique maritime-inspired design and oolor theme features a stretchy drawstring waist.
&bull; Black rouched shorts with mint waist. &bull; Soft, lightweight construction.&bull; LumaTech&trade; wicking technology.&bull; Semi-fitted.",45.0,/w/s/wsh04-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH04-32-Green,Bottom,simple,Shorts,Artemis Running Short-32-Green,"Discover smooth jogging and chic comfort each time you slip into the Artemis Running Short. A unique maritime-inspired design and oolor theme features a stretchy drawstring waist.
&bull; Black rouched shorts with mint waist. &bull; Soft, lightweight construction.&bull; LumaTech&trade; wicking technology.&bull; Semi-fitted.",45.0,/w/s/wsh04-green_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH04-32-Orange,Bottom,simple,Shorts,Artemis Running Short-32-Orange,"Discover smooth jogging and chic comfort each time you slip into the Artemis Running Short. A unique maritime-inspired design and oolor theme features a stretchy drawstring waist.
&bull; Black rouched shorts with mint waist. &bull; Soft, lightweight construction.&bull; LumaTech&trade; wicking technology.&bull; Semi-fitted.",45.0,/w/s/wsh04-orange_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH04,Bottom,configurable,Shorts,Artemis Running Short,"Discover smooth jogging and chic comfort each time you slip into the Artemis Running Short. A unique maritime-inspired design and oolor theme features a stretchy drawstring waist.
&bull; Black rouched shorts with mint waist. &bull; Soft, lightweight construction.&bull; LumaTech&trade; wicking technology.&bull; Semi-fitted.",45.0,/w/s/wsh04-black_main_1.jpg,0.0,1.0,"WB02,WT04,WS09,WS03","24-WG085,24-WG080,24-UG05,24-WG088",,6/26/25,6/26/25
WSH05-28-Blue,Bottom,simple,"Shorts,Women Sale,Default Category",Bess Yoga Short-28-Blue,"Designed for intense physical activity &ndash; think bikram &ndash; our Bess Yoga Short features moisture-wicking, four-way stretch fabric that lets you move in every which way. A vented gusset adds breathability and range of motion.
&bull; Navy cotton shorts with light bue waist detail.&bull; Front shirred waistband.&bull; Flat-lock, chafe-free side seams.&bull; Vented gusset.&bull; Hidden interior pocket.&bull; Sustainable and recycled fabric.",28.0,/w/s/wsh05-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH05-28-Purple,Bottom,simple,"Shorts,Women Sale,Default Category",Bess Yoga Short-28-Purple,"Designed for intense physical activity &ndash; think bikram &ndash; our Bess Yoga Short features moisture-wicking, four-way stretch fabric that lets you move in every which way. A vented gusset adds breathability and range of motion.
&bull; Navy cotton shorts with light bue waist detail.&bull; Front shirred waistband.&bull; Flat-lock, chafe-free side seams.&bull; Vented gusset.&bull; Hidden interior pocket.&bull; Sustainable and recycled fabric.",28.0,/w/s/wsh05-purple_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH05-28-Yellow,Bottom,simple,"Shorts,Women Sale,Default Category",Bess Yoga Short-28-Yellow,"Designed for intense physical activity &ndash; think bikram &ndash; our Bess Yoga Short features moisture-wicking, four-way stretch fabric that lets you move in every which way. A vented gusset adds breathability and range of motion.
&bull; Navy cotton shorts with light bue waist detail.&bull; Front shirred waistband.&bull; Flat-lock, chafe-free side seams.&bull; Vented gusset.&bull; Hidden interior pocket.&bull; Sustainable and recycled fabric.",28.0,/w/s/wsh05-yellow_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH05-29-Blue,Bottom,simple,"Shorts,Women Sale,Default Category",Bess Yoga Short-29-Blue,"Designed for intense physical activity &ndash; think bikram &ndash; our Bess Yoga Short features moisture-wicking, four-way stretch fabric that lets you move in every which way. A vented gusset adds breathability and range of motion.
&bull; Navy cotton shorts with light bue waist detail.&bull; Front shirred waistband.&bull; Flat-lock, chafe-free side seams.&bull; Vented gusset.&bull; Hidden interior pocket.&bull; Sustainable and recycled fabric.",28.0,/w/s/wsh05-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH05-29-Purple,Bottom,simple,"Shorts,Women Sale,Default Category",Bess Yoga Short-29-Purple,"Designed for intense physical activity &ndash; think bikram &ndash; our Bess Yoga Short features moisture-wicking, four-way stretch fabric that lets you move in every which way. A vented gusset adds breathability and range of motion.
&bull; Navy cotton shorts with light bue waist detail.&bull; Front shirred waistband.&bull; Flat-lock, chafe-free side seams.&bull; Vented gusset.&bull; Hidden interior pocket.&bull; Sustainable and recycled fabric.",28.0,/w/s/wsh05-purple_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH05-29-Yellow,Bottom,simple,"Shorts,Women Sale,Default Category",Bess Yoga Short-29-Yellow,"Designed for intense physical activity &ndash; think bikram &ndash; our Bess Yoga Short features moisture-wicking, four-way stretch fabric that lets you move in every which way. A vented gusset adds breathability and range of motion.
&bull; Navy cotton shorts with light bue waist detail.&bull; Front shirred waistband.&bull; Flat-lock, chafe-free side seams.&bull; Vented gusset.&bull; Hidden interior pocket.&bull; Sustainable and recycled fabric.",28.0,/w/s/wsh05-yellow_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH05-30-Blue,Bottom,simple,"Shorts,Women Sale,Default Category",Bess Yoga Short-30-Blue,"Designed for intense physical activity &ndash; think bikram &ndash; our Bess Yoga Short features moisture-wicking, four-way stretch fabric that lets you move in every which way. A vented gusset adds breathability and range of motion.
&bull; Navy cotton shorts with light bue waist detail.&bull; Front shirred waistband.&bull; Flat-lock, chafe-free side seams.&bull; Vented gusset.&bull; Hidden interior pocket.&bull; Sustainable and recycled fabric.",28.0,/w/s/wsh05-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH05-30-Purple,Bottom,simple,"Shorts,Women Sale,Default Category",Bess Yoga Short-30-Purple,"Designed for intense physical activity &ndash; think bikram &ndash; our Bess Yoga Short features moisture-wicking, four-way stretch fabric that lets you move in every which way. A vented gusset adds breathability and range of motion.
&bull; Navy cotton shorts with light bue waist detail.&bull; Front shirred waistband.&bull; Flat-lock, chafe-free side seams.&bull; Vented gusset.&bull; Hidden interior pocket.&bull; Sustainable and recycled fabric.",28.0,/w/s/wsh05-purple_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH05-30-Yellow,Bottom,simple,"Shorts,Women Sale,Default Category",Bess Yoga Short-30-Yellow,"Designed for intense physical activity &ndash; think bikram &ndash; our Bess Yoga Short features moisture-wicking, four-way stretch fabric that lets you move in every which way. A vented gusset adds breathability and range of motion.
&bull; Navy cotton shorts with light bue waist detail.&bull; Front shirred waistband.&bull; Flat-lock, chafe-free side seams.&bull; Vented gusset.&bull; Hidden interior pocket.&bull; Sustainable and recycled fabric.",28.0,/w/s/wsh05-yellow_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH05-31-Blue,Bottom,simple,"Shorts,Women Sale,Default Category",Bess Yoga Short-31-Blue,"Designed for intense physical activity &ndash; think bikram &ndash; our Bess Yoga Short features moisture-wicking, four-way stretch fabric that lets you move in every which way. A vented gusset adds breathability and range of motion.
&bull; Navy cotton shorts with light bue waist detail.&bull; Front shirred waistband.&bull; Flat-lock, chafe-free side seams.&bull; Vented gusset.&bull; Hidden interior pocket.&bull; Sustainable and recycled fabric.",28.0,/w/s/wsh05-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH05-31-Purple,Bottom,simple,"Shorts,Women Sale,Default Category",Bess Yoga Short-31-Purple,"Designed for intense physical activity &ndash; think bikram &ndash; our Bess Yoga Short features moisture-wicking, four-way stretch fabric that lets you move in every which way. A vented gusset adds breathability and range of motion.
&bull; Navy cotton shorts with light bue waist detail.&bull; Front shirred waistband.&bull; Flat-lock, chafe-free side seams.&bull; Vented gusset.&bull; Hidden interior pocket.&bull; Sustainable and recycled fabric.",28.0,/w/s/wsh05-purple_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH05-31-Yellow,Bottom,simple,"Shorts,Women Sale,Default Category",Bess Yoga Short-31-Yellow,"Designed for intense physical activity &ndash; think bikram &ndash; our Bess Yoga Short features moisture-wicking, four-way stretch fabric that lets you move in every which way. A vented gusset adds breathability and range of motion.
&bull; Navy cotton shorts with light bue waist detail.&bull; Front shirred waistband.&bull; Flat-lock, chafe-free side seams.&bull; Vented gusset.&bull; Hidden interior pocket.&bull; Sustainable and recycled fabric.",28.0,/w/s/wsh05-yellow_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH05-32-Blue,Bottom,simple,"Shorts,Women Sale,Default Category",Bess Yoga Short-32-Blue,"Designed for intense physical activity &ndash; think bikram &ndash; our Bess Yoga Short features moisture-wicking, four-way stretch fabric that lets you move in every which way. A vented gusset adds breathability and range of motion.
&bull; Navy cotton shorts with light bue waist detail.&bull; Front shirred waistband.&bull; Flat-lock, chafe-free side seams.&bull; Vented gusset.&bull; Hidden interior pocket.&bull; Sustainable and recycled fabric.",28.0,/w/s/wsh05-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH05-32-Purple,Bottom,simple,"Shorts,Women Sale,Default Category",Bess Yoga Short-32-Purple,"Designed for intense physical activity &ndash; think bikram &ndash; our Bess Yoga Short features moisture-wicking, four-way stretch fabric that lets you move in every which way. A vented gusset adds breathability and range of motion.
&bull; Navy cotton shorts with light bue waist detail.&bull; Front shirred waistband.&bull; Flat-lock, chafe-free side seams.&bull; Vented gusset.&bull; Hidden interior pocket.&bull; Sustainable and recycled fabric.",28.0,/w/s/wsh05-purple_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH05-32-Yellow,Bottom,simple,"Shorts,Women Sale,Default Category",Bess Yoga Short-32-Yellow,"Designed for intense physical activity &ndash; think bikram &ndash; our Bess Yoga Short features moisture-wicking, four-way stretch fabric that lets you move in every which way. A vented gusset adds breathability and range of motion.
&bull; Navy cotton shorts with light bue waist detail.&bull; Front shirred waistband.&bull; Flat-lock, chafe-free side seams.&bull; Vented gusset.&bull; Hidden interior pocket.&bull; Sustainable and recycled fabric.",28.0,/w/s/wsh05-yellow_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH05,Bottom,configurable,"Shorts,Women Sale,Default Category",Bess Yoga Short,"Designed for intense physical activity &ndash; think bikram &ndash; our Bess Yoga Short features moisture-wicking, four-way stretch fabric that lets you move in every which way. A vented gusset adds breathability and range of motion.
&bull; Navy cotton shorts with light bue waist detail.&bull; Front shirred waistband.&bull; Flat-lock, chafe-free side seams.&bull; Vented gusset.&bull; Hidden interior pocket.&bull; Sustainable and recycled fabric.",28.0,/w/s/wsh05-blue_main_1.jpg,0.0,1.0,"WS06,WS07,WT07,WB01","24-WG083-blue,24-UG05,24-UG06,24-UG07",,6/26/25,6/26/25
WSH06-28-Gray,Bottom,simple,Shorts,Angel Light Running Short-28-Gray,"The Angel Light Running Short offers comfort in an ultra-lightweight, breathable package. With fabric infused with all-natural Cocona&reg; performance technology, it can whisk away sweat and block UV rays.
&bull; Dark heather gray running shorts.&bull; Snug fit. &bull; Elastic waistband. &bull; Cocona&reg; performance fabric. &bull; Machine wash/dry.",42.0,/w/s/wsh06-gray_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH06-28-Orange,Bottom,simple,Shorts,Angel Light Running Short-28-Orange,"The Angel Light Running Short offers comfort in an ultra-lightweight, breathable package. With fabric infused with all-natural Cocona&reg; performance technology, it can whisk away sweat and block UV rays.
&bull; Dark heather gray running shorts.&bull; Snug fit. &bull; Elastic waistband. &bull; Cocona&reg; performance fabric. &bull; Machine wash/dry.",42.0,/w/s/wsh06-orange_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH06-28-Purple,Bottom,simple,Shorts,Angel Light Running Short-28-Purple,"The Angel Light Running Short offers comfort in an ultra-lightweight, breathable package. With fabric infused with all-natural Cocona&reg; performance technology, it can whisk away sweat and block UV rays.
&bull; Dark heather gray running shorts.&bull; Snug fit. &bull; Elastic waistband. &bull; Cocona&reg; performance fabric. &bull; Machine wash/dry.",42.0,/w/s/wsh06-purple_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH06-29-Gray,Bottom,simple,Shorts,Angel Light Running Short-29-Gray,"The Angel Light Running Short offers comfort in an ultra-lightweight, breathable package. With fabric infused with all-natural Cocona&reg; performance technology, it can whisk away sweat and block UV rays.
&bull; Dark heather gray running shorts.&bull; Snug fit. &bull; Elastic waistband. &bull; Cocona&reg; performance fabric. &bull; Machine wash/dry.",42.0,/w/s/wsh06-gray_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH06-29-Orange,Bottom,simple,Shorts,Angel Light Running Short-29-Orange,"The Angel Light Running Short offers comfort in an ultra-lightweight, breathable package. With fabric infused with all-natural Cocona&reg; performance technology, it can whisk away sweat and block UV rays.
&bull; Dark heather gray running shorts.&bull; Snug fit. &bull; Elastic waistband. &bull; Cocona&reg; performance fabric. &bull; Machine wash/dry.",42.0,/w/s/wsh06-orange_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH06-29-Purple,Bottom,simple,Shorts,Angel Light Running Short-29-Purple,"The Angel Light Running Short offers comfort in an ultra-lightweight, breathable package. With fabric infused with all-natural Cocona&reg; performance technology, it can whisk away sweat and block UV rays.
&bull; Dark heather gray running shorts.&bull; Snug fit. &bull; Elastic waistband. &bull; Cocona&reg; performance fabric. &bull; Machine wash/dry.",42.0,/w/s/wsh06-purple_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH06,Bottom,configurable,Shorts,Angel Light Running Short,"The Angel Light Running Short offers comfort in an ultra-lightweight, breathable package. With fabric infused with all-natural Cocona&reg; performance technology, it can whisk away sweat and block UV rays.
&bull; Dark heather gray running shorts.&bull; Snug fit. &bull; Elastic waistband. &bull; Cocona&reg; performance fabric. &bull; Machine wash/dry.",42.0,/w/s/wsh06-gray_main_1.jpg,0.0,1.0,"WT03,WT04,WB03,WS06","24-WG081-gray,24-UG03,24-UG04,24-WG080",,6/26/25,6/26/25
WSH07-28-Black,Bottom,simple,"Shorts,New Luma Yoga Collection,Default Category",Echo Fit Compression Short-28-Black,"Your muscles know it's go time the second you pull on the Echo Fit Compression Short. A balance of firm, stimulating squeeze with breathability, it offers the support and comfort you need to give it your all.
&bull; Black compression shorts.&bull; High-waisted cut.&bull; Compression fit.&bull; Inseam: 1.0"". &bull; Machine wash/dry.",24.0,/w/s/wsh07-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH07-28-Blue,Bottom,simple,"Shorts,New Luma Yoga Collection,Default Category",Echo Fit Compression Short-28-Blue,"Your muscles know it's go time the second you pull on the Echo Fit Compression Short. A balance of firm, stimulating squeeze with breathability, it offers the support and comfort you need to give it your all.
&bull; Black compression shorts.&bull; High-waisted cut.&bull; Compression fit.&bull; Inseam: 1.0"". &bull; Machine wash/dry.",24.0,/w/s/wsh07-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH07-28-Purple,Bottom,simple,"Shorts,New Luma Yoga Collection,Default Category",Echo Fit Compression Short-28-Purple,"Your muscles know it's go time the second you pull on the Echo Fit Compression Short. A balance of firm, stimulating squeeze with breathability, it offers the support and comfort you need to give it your all.
&bull; Black compression shorts.&bull; High-waisted cut.&bull; Compression fit.&bull; Inseam: 1.0"". &bull; Machine wash/dry.",24.0,/w/s/wsh07-purple_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH07-29-Black,Bottom,simple,"Shorts,New Luma Yoga Collection,Default Category",Echo Fit Compression Short-29-Black,"Your muscles know it's go time the second you pull on the Echo Fit Compression Short. A balance of firm, stimulating squeeze with breathability, it offers the support and comfort you need to give it your all.
&bull; Black compression shorts.&bull; High-waisted cut.&bull; Compression fit.&bull; Inseam: 1.0"". &bull; Machine wash/dry.",24.0,/w/s/wsh07-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH07-29-Blue,Bottom,simple,"Shorts,New Luma Yoga Collection,Default Category",Echo Fit Compression Short-29-Blue,"Your muscles know it's go time the second you pull on the Echo Fit Compression Short. A balance of firm, stimulating squeeze with breathability, it offers the support and comfort you need to give it your all.
&bull; Black compression shorts.&bull; High-waisted cut.&bull; Compression fit.&bull; Inseam: 1.0"". &bull; Machine wash/dry.",24.0,/w/s/wsh07-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
